player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,ED,ATL,1,0,,,2.9,,,0,0,0,,2,60.0,56.4,79.4,54.2,60.1,25.0,0,,100.0,1,0,0,0.0,0,1,34,0,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,2,0,,,6.3,,,0,0,0,,24,70.4,72.0,79.4,63.7,60.6,69.6,0,,0.0,0,0,0,0.0,0,2,32,1,1,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,1,0,18.0,100.0,100.0,29.0,29.0,0,0,0,0.0,10,70.6,65.8,0.0,,58.6,49.1,1,18,0.0,0,0,1,79.2,1,30,30,2,4,1,0,18,0,0.6,18.0
Jerry Hughes,5556,ED,HST,1,0,,,7.1,,,0,0,0,,13,60.0,42.2,78.2,49.6,45.4,,0,,100.0,1,0,0,0.0,0,1,14,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,1,0,11.8,66.7,100.0,8.5,5.7,0,0,2,33.3,25,64.5,63.2,76.4,,56.8,38.5,0,19,50.0,1,2,0,129.2,4,34,34,0,1,6,2,46,4,1.4,11.5
Justin Houston,6222,ED,CAR,1,0,,,15.0,,,0,0,0,,5,62.3,66.6,74.9,56.6,70.5,72.8,0,,0.0,0,0,0,0.0,0,3,20,1,1,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,1,0,10.5,37.5,100.0,11.3,4.3,0,0,2,25.0,9,89.8,89.9,76.1,,72.0,78.9,1,22,0.0,0,2,0,12.5,3,35,35,1,5,8,0,36,10,1.1,12.0
Bobby Wagner,7050,LB,SEA,1,2,9.8,100.0,82.9,8.0,8.0,0,0,0,0.0,29,47.2,74.7,75.3,60.2,90.4,86.0,0,21,0.0,0,0,0,118.8,4,34,41,1,5,4,0,63,24,2.0,15.8
Lavonte David,7060,LB,TB,1,2,4.0,100.0,95.7,5.5,5.5,0,0,0,0.0,30,68.8,67.4,76.0,56.5,59.8,80.1,0,25,0.0,0,0,0,94.3,8,44,46,4,5,8,0,53,21,1.2,6.6
Demario Davis,7079,LB,NO,1,1,6.0,100.0,83.7,33.0,33.0,0,0,0,0.0,20,80.8,90.7,76.8,70.0,88.2,83.6,0,6,0.0,0,0,0,91.7,1,36,43,2,3,1,0,6,0,0.2,6.0
Rodney McLeod,7271,S,CLV,1,0,-4.5,100.0,100.0,17.0,17.0,0,0,0,0.0,8,56.8,56.1,78.1,,58.0,46.4,0,7,0.0,0,0,0,83.3,2,36,36,1,1,2,0,8,17,0.2,4.0
