player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Justin Fields,82118,QB,CHI,9,0.41,0,266,6,62.4,133,143,13.5,3.67,3,7,4.5,53.1,76,117,8.4,218,82.0,7,70,,,,28.2,65.7,47.3,50.7,57.7,,90.0,,2,6,237,27.4,79.3,14.7,32,43,0,5,8,14,5.9,1091,7.6,70.9,110,121,8.7,3.28,6,5,3.8,58.7,71,89,9.0,179,67.3,7,55,,,,26.5,67.4,43.8,46.7,,,91.5,,2,5,193,27.0,78.7,13.4,24,34,0,3,6,10,5.2,825,6.8,65.1,63,66,11.8,3.49,0,2,2.8,59.1,39,37,4.9,87,32.7,2,27,,,,84.5,65.6,80.3,62.3,57.7,,71.1,,0,1,94,24.3,96.6,10.3,9,12,0,3,4,4,4.3,497,7.5,0,90.0,40,44,-2.4,1.93,3,0,0.0,77.3,34,9,5.6,48,18.0,2,12,,,,80.4,74.2,78.0,59.8,,,92.9,,0,0,50,11.1,103.5,2.1,1,3,0,1,2,0,0.0,231,5.3,0.71
Russell Wilson,7077,QB,DEN,7,-10.04,0,265,10,69.0,187,206,11.3,2.85,6,9,4.0,55.8,115,81,10.9,242,91.3,14,66,,,,78.3,62.7,40.8,61.0,,,68.5,,1,4,261,28.4,80.2,9.5,23,13,1,11,5,8,3.1,1564,7.6,75.2,161,177,9.2,2.7,5,7,3.7,61.0,108,63,10.7,208,78.5,13,54,,,,75.4,65.7,37.0,64.0,,,68.5,,1,3,224,28.6,85.0,8.7,18,13,1,9,5,5,2.2,1261,7.1,58.7,46,51,12.4,3.03,2,2,3.6,51.0,26,19,3.7,57,21.5,1,19,,,,81.6,54.6,78.7,55.2,,,58.3,,0,1,61,26.3,78.4,8.8,5,1,0,3,1,3,4.9,434,8.5,0,95.0,20,22,-3.1,1.95,1,0,0.0,86.4,19,1,0.0,23,8.7,0,7,,,,76.1,64.7,75.3,65.8,,,58.3,,0,0,24,0.0,106.6,0.0,0,1,0,1,1,0,0.0,131,6.0,1.39
Tua Tagovailoa,60326,QB,MIA,7,-3.96,0,231,17,79.2,192,203,10.5,2.59,2,10,4.7,69.0,140,51,7.9,218,94.4,12,90,,,,61.0,89.5,85.6,90.3,,,39.7,,2,3,228,15.7,115.8,3.7,8,6,0,7,14,10,4.4,1922,9.5,79.3,116,120,9.9,2.34,1,8,6.4,71.7,86,25,6.5,127,55.0,6,52,,,,43.6,86.6,84.5,88.3,,,42.9,,2,1,132,16.0,133.3,3.1,4,3,0,1,13,6,4.5,1119,9.3,80.9,89,96,9.5,2.78,1,2,1.9,67.7,65,27,9.7,104,45.0,7,42,,,,85.7,83.1,81.0,83.2,,,48.7,,0,2,112,14.8,94.1,3.8,4,3,0,6,2,4,3.6,861,9.0,0,92.3,13,13,-2.3,1.54,0,0,0.0,84.6,11,1,8.3,13,5.6,1,4,,,,73.9,69.0,73.9,68.3,,,,,0,0,16,0.0,110.9,0.0,0,0,0,0,1,0,0.0,58,4.5,-0.36
Jimmy Garoppolo,8697,QB,SF,7,-0.67,0,226,28,70.9,165,175,9.7,2.63,8,11,5.9,63.4,111,60,5.1,192,85.0,6,67,,,,45.8,67.5,85.8,65.6,60.0,,65.3,,1,4,208,25.0,95.6,7.8,15,2,0,1,8,8,3.8,1468,8.4,74.3,148,159,7.3,2.38,9,6,3.6,66.7,106,54,3.6,172,76.1,4,61,,,,40.7,66.2,85.5,64.1,60.0,,65.3,,1,3,183,20.4,101.3,6.4,11,2,0,1,8,4,2.2,1328,8.4,72.9,48,50,8.9,2.71,2,5,8.9,66.0,33,8,5.7,54,23.9,2,16,,,,81.5,67.9,78.6,67.1,,,,,0,1,60,50.0,98.9,7.4,4,0,0,0,3,4,6.7,362,7.2,0,90.3,31,34,-3.1,1.49,3,0,0.0,82.4,28,2,0.0,34,15.0,0,10,,,,78.3,64.1,76.7,63.6,,,,,0,0,35,0.0,123.3,0.0,0,0,0,0,3,0,0.0,222,6.5,-1.11
Andy Dalton,6187,QB,NO,6,9.58,0,203,20,76.3,160,180,9.1,2.65,3,7,3.8,65.0,117,56,4.1,193,95.1,5,64,,,,73.0,83.0,58.4,81.3,60.0,,67.5,,5,5,200,14.3,91.7,4.1,8,5,0,12,9,5,2.5,1310,7.3,76.6,141,160,8.4,2.48,4,5,3.0,63.8,102,45,5.6,171,84.2,6,56,,,,70.6,78.5,56.7,76.4,60.0,,70.7,,3,5,178,15.6,89.9,4.1,7,4,0,12,9,5,2.8,1111,6.9,81.5,27,30,9.4,3.18,0,2,6.5,73.3,22,11,0.0,32,15.8,0,11,,,,77.9,86.7,76.5,86.6,,,56.8,,2,0,33,9.1,112.9,3.1,1,1,0,1,1,0,0.0,278,9.3,0,100.0,8,10,-3.1,1.5,1,0,0.0,70.0,7,0,12.5,10,4.9,1,3,,,,71.9,63.1,72.6,62.7,,,,,0,0,11,,126.7,0.0,0,0,0,1,1,0,0.0,79,7.9,2.33
Mac Jones,60323,QB,NE,6,2.05,0,198,19,68.7,134,143,10.3,2.93,2,7,4.7,62.2,89,58,3.3,173,87.4,3,50,,,,71.0,50.0,25.6,47.6,,,68.6,,0,7,181,25.9,72.0,8.7,15,15,0,7,4,10,5.5,1001,7.0,70.8,130,137,9.0,2.73,2,5,3.5,65.7,90,50,2.2,166,83.8,2,47,,,,70.1,50.4,24.2,47.9,,,68.6,,0,6,173,28.0,76.9,8.4,14,15,0,5,4,9,5.2,940,6.9,78.6,28,31,5.0,2.85,0,2,6.3,67.7,21,11,4.5,32,16.2,1,7,,,,78.1,60.3,76.6,60.1,,,,,0,1,34,9.1,72.0,3.1,1,0,0,3,0,1,2.9,200,6.5,0,91.7,24,25,-2.9,1.49,0,0,0.0,88.0,22,3,0.0,25,12.6,0,4,,,,76.6,65.5,75.6,64.9,,,,,0,0,26,0.0,89.8,0.0,0,0,0,1,0,0,0.0,139,5.6,-0.41
Baker Mayfield,46518,QB,CAR,6,1.99,0,197,5,61.2,129,147,8.8,2.82,9,3,1.9,51.0,75,52,5.1,168,85.3,4,38,,,,50.1,50.5,51.6,52.7,,,45.0,,2,4,178,26.9,75.0,8.3,14,6,0,7,6,6,3.4,991,6.7,65.3,118,130,7.0,2.59,5,3,2.2,56.2,73,39,5.2,148,75.1,4,31,,,,45.0,51.3,48.9,53.5,,,45.7,,2,4,155,33.3,76.3,8.8,13,5,0,5,5,5,3.2,855,6.6,72.2,36,43,6.9,2.92,4,0,0.0,58.1,25,15,3.8,49,24.9,1,13,,,,80.8,57.1,78.2,57.7,,,58.3,,0,0,53,13.3,83.7,4.1,2,1,0,3,1,1,1.9,262,6.1,0,96.0,25,26,-2.7,1.81,0,0,0.0,88.5,23,2,4.2,29,14.7,1,6,,,,77.4,63.8,76.1,63.3,,,,,0,0,30,50.0,86.9,3.4,1,0,0,1,0,0,0.0,126,4.8,-0.49
Kenny Pickett,60515,QB,PIT,5,13.87,0,191,25,74.0,146,153,8.3,2.84,2,3,1.8,66.7,102,53,5.6,179,93.7,6,56,,,,53.9,60.1,15.5,58.7,60.0,,68.3,,0,8,194,22.6,65.2,6.7,12,14,1,4,2,8,4.1,917,6.0,73.8,130,136,7.9,2.8,1,3,2.1,65.4,89,50,7.3,159,83.2,7,46,,,,48.8,58.2,9.5,57.0,57.4,,67.5,,0,7,167,22.0,64.2,6.9,11,12,1,4,2,7,4.2,787,5.8,85.2,27,29,5.7,2.61,1,0,0.0,79.3,23,4,0.0,32,16.8,0,12,,,,79.0,68.2,77.2,66.7,,,63.5,,0,1,40,25.0,77.4,3.1,1,2,0,1,0,1,2.5,175,6.0,0,100.0,11,12,-3.4,1.7,0,0,0.0,83.3,10,1,9.1,12,6.3,1,2,,,,72.8,65.3,73.5,65.8,59.0,,,,0,0,13,0.0,82.3,0.0,0,0,0,1,0,0,0.0,45,3.8,0.24
Zach Wilson,82096,QB,NYJ,6,-2.12,0,189,22,66.9,124,146,9.9,3.24,5,3,2.0,52.7,77,64,7.2,166,87.8,6,50,,,64.7,70.6,54.0,85.4,49.4,90.6,,68.7,,3,5,171,17.2,69.9,6.6,11,9,0,14,3,11,6.4,1098,7.5,70.2,104,117,7.0,2.95,3,2,1.6,58.1,68,47,6.8,132,69.8,5,37,,,,66.1,53.3,85.0,48.6,,,70.3,,2,4,138,14.9,75.9,5.3,7,8,0,8,4,8,5.8,793,6.8,72.5,40,50,11.1,3.34,2,1,1.9,56.0,28,20,3.4,57,30.2,1,20,,,64.7,81.5,60.2,78.6,58.0,90.6,,58.3,,1,1,59,25.0,74.5,8.8,5,1,0,7,0,3,5.1,409,8.2,0,95.0,20,21,-2.9,1.84,0,0,0.0,90.5,19,3,0.0,23,12.2,0,7,,,,76.6,63.0,75.6,62.6,,,,,0,0,26,33.3,103.2,4.3,1,0,0,1,1,0,0.0,104,5.0,1.4
Cooper Rush,12324,QB,DAL,6,11.44,0,166,9,67.7,130,144,9.9,2.47,6,3,2.0,57.6,83,51,5.7,154,92.8,5,50,,,,69.1,57.4,85.0,56.8,,,54.8,,3,3,164,13.7,81.3,4.5,7,2,1,4,5,8,4.9,979,6.8,66.7,99,112,8.1,2.27,6,1,0.8,54.5,61,41,7.6,121,72.9,5,30,,,,63.7,48.1,84.5,47.0,,,56.4,,3,1,128,17.1,76.6,5.8,7,1,1,3,3,6,4.7,642,5.7,75.0,40,44,11.6,2.85,0,2,4.3,65.9,29,11,3.3,45,27.1,1,20,,,,80.1,76.9,77.8,76.2,,,58.3,,0,2,48,0.0,89.0,0.0,0,1,0,4,2,2,4.2,378,8.6,0,88.9,9,12,-2.4,1.88,0,0,0.0,58.3,7,1,12.5,12,7.2,1,0,,,,72.4,57.1,72.9,57.1,,,,,0,0,12,0.0,64.9,0.0,0,0,0,3,0,0,0.0,41,3.4,2.86
Joe Flacco,4332,QB,NYJ,3,11.08,0,165,22,72.8,125,146,9.2,2.69,4,3,2.0,56.8,83,61,8.8,156,94.5,8,47,,,,29.0,54.0,83.6,53.5,,,61.5,,7,3,162,14.8,76.9,5.8,9,1,0,10,5,6,3.7,862,5.9,73.9,111,130,7.9,2.59,4,1,0.8,56.9,74,49,9.8,137,83.0,8,39,,,,27.7,49.2,83.3,48.8,,,61.5,,6,3,142,12.2,75.7,4.4,6,1,0,9,5,5,3.5,717,5.5,78.3,23,25,10.6,2.81,0,2,7.1,68.0,17,12,5.6,28,17.0,1,10,,,,77.6,74.7,76.3,73.4,,,,,1,0,31,25.0,89.4,10.7,3,0,0,1,0,1,3.2,184,7.4,0,100.0,9,9,-3.2,1.47,0,0,0.0,88.9,8,0,11.1,9,5.5,1,2,,,,71.9,67.7,72.6,67.0,,,,,0,0,11,,84.7,0.0,0,0,0,0,0,0,0.0,39,4.3,1.84
Ryan Tannehill,7014,QB,TEN,6,8.59,0,165,31,78.2,119,132,8.9,2.73,3,5,3.5,62.1,82,66,11.8,150,90.9,11,50,,,,69.7,68.7,55.5,68.0,,,61.7,,5,3,159,21.2,87.5,9.3,14,4,1,4,5,5,3.1,965,7.3,77.3,88,98,7.0,2.6,1,3,2.8,62.2,61,49,10.3,112,67.9,7,30,,,,87.3,58.3,51.7,56.9,,,61.7,,5,2,120,18.4,83.1,8.0,9,4,1,3,4,4,3.3,566,5.8,86.4,44,48,9.3,2.86,2,2,3.8,70.8,34,21,10.5,53,32.1,4,25,,,,37.4,85.6,78.5,83.4,,,,,0,1,58,23.8,112.4,9.4,5,0,0,2,2,1,1.7,531,11.1,0,100.0,13,14,-3.1,2.23,0,0,0.0,92.9,13,4,0.0,15,9.1,0,5,,,,74.8,66.4,74.5,65.8,,,,,0,0,19,0.0,129.8,0.0,0,0,0,1,1,0,0.0,132,9.4,5.28
Mitchell Trubisky,11757,QB,PIT,5,28.52,0,141,25,64.9,114,120,11.1,2.78,2,7,5.5,58.3,70,43,5.4,132,93.6,4,40,,,,88.0,72.6,44.2,71.1,,,68.4,,2,2,140,20.9,77.8,6.8,9,3,1,1,3,4,2.9,742,6.2,63.1,103,108,10.5,2.63,2,6,5.2,56.5,61,34,6.2,118,83.7,4,30,,,,87.3,74.7,41.9,73.6,,,66.6,,1,1,126,17.6,73.9,5.1,6,4,1,1,2,2,1.6,582,5.4,89.5,19,20,8.2,3.18,0,1,4.5,85.0,17,9,0.0,23,16.3,0,11,,,,76.3,58.1,75.5,58.0,,,,,1,1,25,33.3,105.2,13.0,3,0,0,0,1,2,8.0,205,10.3,0,100.0,8,8,-2.6,1.91,0,0,0.0,100.0,8,0,0.0,9,6.4,0,1,,,,71.9,65.0,72.6,67.2,,,58.3,,0,0,11,,90.1,0.0,0,1,0,0,0,0,0.0,45,5.6,4.86
Jameis Winston,9434,QB,NO,3,-24.35,0,129,20,70.3,101,109,12.8,2.69,1,7,6.0,62.4,68,39,4.2,123,95.3,3,34,,,,37.4,65.4,83.1,67.0,,,37.5,,1,5,130,28.2,79.6,8.9,11,3,2,4,4,7,5.4,849,7.8,72.6,95,103,11.1,2.53,2,7,6.4,66.0,68,34,1.4,115,89.1,1,33,,,,34.6,66.8,82.9,69.4,,,29.2,,1,4,122,29.4,86.8,8.7,10,2,2,3,4,6,4.9,813,7.9,63.6,11,12,20.1,3.5,0,0,0.0,41.7,5,6,28.6,14,10.9,2,2,,,,73.5,55.7,73.7,51.3,,,65.9,,0,1,15,16.7,17.7,7.1,1,1,0,1,0,1,6.7,45,3.8,0,100.0,5,6,-3.8,1.5,1,0,0.0,83.3,5,1,0.0,6,4.7,0,1,,,,69.6,60.8,71.1,60.6,,,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,9,1.5,-4.14
P.J. Walker,12134,QB,CAR,6,-4.56,0,119,5,56.8,74,77,12.8,2.62,2,9,11.3,51.9,40,21,4.8,85,71.4,2,26,,,,84.5,70.1,83.8,65.2,,,79.9,,0,2,89,28.6,79.4,7.1,6,2,0,1,3,5,5.6,588,7.6,69.4,72,74,8.2,2.2,2,7,9.2,60.8,45,18,10.0,84,70.6,5,24,,,,84.4,70.0,83.7,64.8,,,79.9,,0,2,87,33.3,86.7,7.1,6,2,0,0,3,4,4.6,563,7.6,58.1,31,32,8.9,2.42,0,2,5.9,56.3,18,4,0.0,35,29.4,0,7,,,,78.6,50.6,76.9,51.7,,,58.3,,0,1,37,0.0,57.8,0.0,0,1,0,1,0,2,5.4,168,5.3,0,89.7,29,29,-2.8,1.39,0,0,0.0,79.3,23,1,11.5,34,28.6,3,5,,,,78.3,44.7,76.7,46.0,,,58.3,,0,1,35,0.0,72.8,0.0,0,1,0,0,0,1,2.9,143,4.9,-2.36
Taylor Heinicke,9896,QB,WAS,3,2.64,0,107,32,66.7,72,82,8.3,3.11,5,2,2.4,58.5,48,50,0.0,96,89.7,0,32,,,,55.7,40.2,83.0,37.3,,,61.3,,1,3,99,12.0,86.8,6.3,6,8,0,4,5,9,9.1,607,7.4,67.9,53,58,6.4,2.96,2,1,1.7,62.1,36,34,0.0,68,63.6,0,19,,,,46.2,36.3,82.4,33.2,,,57.7,,1,2,71,11.8,70.8,5.9,4,6,0,2,1,8,11.3,357,6.2,75.9,29,34,8.0,3.03,3,1,2.9,64.7,22,17,0.0,39,36.4,0,15,,,,78.9,59.3,77.1,57.3,,,66.5,,0,1,39,11.8,116.3,5.1,2,2,0,2,4,1,2.6,272,8.0,0,100.0,10,10,-2.8,1.85,0,0,0.0,100.0,10,1,0.0,11,10.3,0,2,,,,71.9,65.8,72.6,65.2,,,,,0,0,11,0.0,79.2,0.0,0,0,0,0,0,0,0.0,22,2.2,1.84
Bailey Zappe,60396,QB,NE,4,21.74,0,99,19,76.4,72,78,9.4,2.94,3,1,1.2,66.7,52,25,5.5,85,85.9,3,35,,,,25.0,66.3,0.0,73.7,,,29.9,,0,3,95,24.0,101.3,7.1,6,1,0,3,5,2,2.1,717,9.2,77.4,62,69,5.4,2.65,3,0,0.0,65.2,45,21,6.3,73,73.7,3,23,,,,24.0,51.4,0.0,61.4,,,27.7,,0,3,83,19.0,66.5,5.5,4,0,0,4,1,2,2.4,386,5.6,87.0,23,23,12.8,3.12,0,1,4.3,87.0,20,5,0.0,26,26.3,0,14,,,,76.6,92.6,75.6,90.7,,,65.6,,0,0,26,40.0,158.3,7.7,2,1,0,0,4,0,0.0,395,17.2,0,100.0,13,14,-3.5,1.72,0,0,0.0,92.9,13,1,0.0,14,14.1,0,2,,,,73.2,66.7,73.5,66.1,,,,,0,0,14,0.0,85.7,0.0,0,0,0,1,0,0,0.0,64,4.6,11.58
Dak Prescott,10769,QB,DAL,3,5.29,0,87,9,72.2,72,76,9.6,2.57,0,2,2.5,65.8,50,26,3.8,82,94.3,2,29,,,,85.0,65.8,82.6,62.7,,,70.8,,2,2,88,19.2,90.7,6.1,5,1,0,2,3,4,4.5,576,7.6,71.4,49,51,8.8,2.36,0,1,1.9,64.7,33,18,5.7,55,63.2,2,18,,,,82.6,59.1,81.9,54.3,,,73.7,,1,2,58,22.2,68.7,7.3,4,0,0,1,0,3,5.2,355,7.0,75.0,28,30,9.0,2.8,0,1,3.0,70.0,21,8,0.0,32,36.8,0,13,,,,78.3,75.1,76.7,74.7,,,58.3,,1,0,35,12.5,126.5,3.1,1,1,0,1,3,1,2.9,236,7.9,0,80.0,5,5,-2.0,1.7,0,0,0.0,80.0,4,0,0.0,5,5.7,0,2,,,,68.0,65.4,69.9,64.8,,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,15,3.0,0.91
Sam Ehlinger,60555,QB,IND,2,3.76,0,70,14,65.1,43,45,9.1,3.25,1,2,4.3,55.6,25,31,10.7,63,90.0,3,12,,,,45.5,48.4,81.0,44.9,,,63.1,,0,1,68,35.5,62.8,17.5,11,7,0,1,0,3,4.4,256,5.7,69.4,36,38,8.7,2.95,1,1,2.5,60.5,23,22,8.0,52,74.3,2,11,,,,39.4,45.0,80.6,40.4,,,66.3,,0,1,56,45.5,65.4,19.2,10,4,0,1,0,3,5.4,217,5.7,71.4,14,14,3.9,3.46,0,1,7.1,64.3,9,9,10.0,18,25.7,1,2,,,,74.8,67.4,74.5,70.7,,,56.3,,0,0,19,11.1,81.5,5.6,1,3,0,0,0,0,0.0,87,6.2,0,100.0,7,7,-3.4,1.57,0,0,0.0,100.0,7,0,0.0,7,10.0,0,1,,,,69.6,66.3,71.1,65.7,,,,,0,0,7,,95.2,0.0,0,0,0,0,0,0,0.0,48,6.9,0.5
Teddy Bridgewater,8667,QB,MIA,4,18.18,0,68,17,72.0,50,55,10.6,3.18,1,0,0.0,61.8,34,33,5.6,63,92.6,2,23,,,,81.9,71.2,0.0,70.1,,,75.6,,2,3,64,18.2,77.8,9.5,6,2,0,2,2,4,6.3,459,8.3,67.5,40,44,8.9,3.01,1,0,0.0,56.8,25,24,7.4,50,73.5,2,17,,,,80.5,67.0,0.0,66.0,,,75.6,,1,3,51,16.7,67.2,8.0,4,2,0,2,2,4,7.8,328,7.5,85.7,14,16,11.5,3.21,0,0,0.0,75.0,12,11,0.0,18,26.5,0,8,,,,74.8,73.5,74.5,72.3,,,,,1,0,19,18.2,135.9,11.1,2,0,0,1,1,0,0.0,194,12.1,0,75.0,4,5,-2.8,1.58,0,0,0.0,60.0,3,2,0.0,5,7.4,0,2,,,,68.9,59.9,70.6,59.8,,,,,0,0,6,0.0,143.8,0.0,0,0,0,1,1,0,0.0,63,12.6,4.68
Skylar Thompson,60417,QB,MIA,2,-21.11,0,50,17,69.4,36,40,9.8,2.85,1,2,4.4,52.5,21,26,16.0,44,88.0,4,11,,,,30.4,70.9,0.0,68.6,60.0,,74.4,,1,1,50,11.5,59.5,6.8,3,1,0,2,0,2,4.0,231,5.8,73.5,34,36,7.9,2.57,0,1,2.5,61.1,22,22,12.0,39,78.0,3,9,,,,79.6,74.3,0.0,71.6,,,74.4,,1,0,44,9.1,77.2,5.1,2,1,0,1,0,1,2.3,209,5.8,75.0,8,10,9.0,3.03,1,1,8.3,40.0,4,5,33.3,11,22.0,2,3,,,,20.3,59.0,73.5,59.4,60.0,,,,0,1,13,20.0,15.0,9.1,1,0,0,1,0,1,7.7,46,4.6,0,100.0,6,6,-2.0,1.33,0,0,0.0,83.3,5,1,16.7,6,12.0,1,1,,,,69.6,65.8,71.1,65.2,,,,,0,0,7,0.0,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,-1.21
Brett Rypien,46487,QB,DEN,1,-23.42,0,48,10,61.0,41,43,11.9,2.8,0,0,0.0,53.5,23,16,8.0,45,93.8,2,10,,,,30.3,46.4,79.6,44.8,,,64.3,,0,1,47,6.3,59.0,2.2,1,1,0,2,0,3,6.4,227,5.3,63.9,36,37,11.2,2.67,0,0,0.0,56.8,21,14,8.7,39,81.3,2,8,,,,29.0,50.5,79.3,48.7,,,64.3,,0,0,41,7.1,72.0,2.6,1,1,0,1,0,2,4.9,201,5.4,37.5,8,9,9.4,3.04,0,0,0.0,33.3,3,2,0.0,9,18.8,0,2,,,,70.9,40.0,71.9,41.4,,,,,0,1,9,0.0,2.8,0.0,0,0,0,1,0,1,11.1,24,2.7,0,33.3,3,3,-3.0,1.83,0,0,0.0,33.3,1,0,0.0,3,6.3,0,0,,,,65.5,55.1,68.2,55.5,,,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,-2,-0.7,-2.76
Malik Willis,60341,QB,TEN,3,-9.52,0,42,31,45.0,20,25,12.7,3.77,0,3,11.5,32.0,8,19,11.1,35,83.3,1,5,,,,31.6,49.2,81.3,41.5,,,62.6,,0,1,36,21.1,25.9,11.4,4,6,0,5,0,1,2.8,83,3.3,58.8,17,21,8.8,3.42,0,2,9.1,42.9,9,12,10.0,28,66.7,1,5,,,,29.1,58.0,81.1,55.1,,,59.7,,0,0,29,25.0,57.6,10.7,3,4,0,4,0,0,0.0,100,4.8,37.5,8,9,11.4,4.0,0,1,10.0,33.3,3,9,0.0,14,33.3,0,2,,,,73.5,33.9,73.7,29.9,,,66.5,,0,1,15,33.3,9.3,21.4,3,2,0,1,0,1,6.7,41,4.6,0,80.0,5,5,-2.6,2.83,0,0,0.0,80.0,4,2,0.0,7,16.7,0,2,,,,70.3,49.6,71.5,50.2,,,,,0,0,8,100.0,115.0,28.6,2,0,0,0,0,0,0.0,58,11.6,-0.2
Trey Lance,91399,QB,SF,2,-25.6,0,38,28,65.2,23,25,10.2,3.51,0,2,7.7,48.0,12,14,20.0,31,81.6,3,8,,,,29.9,56.7,79.7,56.9,,,56.7,,1,1,32,14.3,55.1,6.5,2,4,0,1,0,1,3.1,178,7.1,65.2,23,24,7.3,2.88,1,1,4.0,54.2,13,8,13.3,29,76.3,2,5,,,,29.6,49.3,79.7,48.0,,,55.8,,0,1,30,25.0,54.7,6.9,2,2,0,0,0,1,3.3,143,6.0,60.0,5,7,10.0,4.01,0,1,14.3,28.6,2,7,33.3,9,23.7,1,3,,,,70.9,68.3,71.9,67.8,,,61.2,,1,0,9,0.0,57.4,0.0,0,2,0,1,0,0,0.0,51,7.3,0,60.0,5,6,-3.2,1.53,1,0,0.0,50.0,3,1,0.0,7,18.4,0,0,,,,69.6,41.5,71.1,42.7,,,,,0,0,7,0.0,56.3,0.0,0,0,0,0,0,0,0.0,16,2.7,1.33
Jarrett Stidham,13725,QB,LV,1,41.67,0,14,23,61.5,13,13,8.1,2.33,0,0,0.0,61.5,8,4,0.0,14,100.0,0,4,,,,73.2,62.4,73.7,62.0,,,,,0,0,14,25.0,76.4,7.1,1,0,0,0,0,0,0.0,72,5.5,58.3,12,12,7.8,2.27,0,0,0.0,58.3,7,4,0.0,13,92.9,0,4,,,,72.8,64.2,73.5,63.7,,,,,0,0,13,25.0,71.2,7.7,1,0,0,0,0,0,0.0,59,4.9,100.0,1,1,12.0,3.1,0,0,0.0,100.0,1,0,0.0,1,7.1,0,0,,,,60.4,55.8,64.6,56.3,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,8.08
