player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Jared Goff,10635,QB,DET,8,87,6.9,0,11,2,3,21.8,26.4,87.4,3.4,0,7,6,19,23,87,76,3,21,15,7,5,24.1,17.2,2,8.0,5.7
Joe Burrow,28022,QB,CIN,9,87,13.8,0,7,0,2,23.0,32.2,92.0,4.6,0,4,12,20,28,87,80,4,11,16,4,2,12.6,18.4,2,4.6,2.3
Lamar Jackson,46416,QB,BLT,9,84,15.5,0,3,3,17,8.3,17.9,61.9,4.8,0,28,13,7,15,84,52,4,9,11,28,6,10.7,13.1,8,33.3,7.1
Aaron Rodgers,2241,QB,GB,9,78,7.7,0,12,3,7,10.3,14.1,80.8,3.8,0,13,6,8,11,78,63,3,22,20,13,6,28.2,25.6,3,16.7,7.7
Trevor Lawrence,77632,QB,JAX,9,73,26.0,0,15,1,10,15.1,21.9,79.5,4.1,0,13,19,11,16,73,58,3,11,7,13,2,15.1,9.6,2,17.8,2.7
Marcus Mariota,9435,QB,ATL,10,73,24.7,0,2,2,6,19.2,20.5,80.8,2.7,0,13,18,14,15,73,59,2,8,12,13,5,11.0,16.4,5,17.8,6.8
Jalen Hurts,40291,QB,PHI,8,73,6.8,0,24,3,7,9.6,37.0,75.3,6.8,0,16,5,7,27,73,55,5,14,7,16,2,19.2,9.6,6,21.9,2.7
Carson Wentz,10636,QB,WAS,6,72,16.7,0,32,2,2,18.1,16.7,88.9,4.2,0,6,12,13,12,72,64,3,17,15,6,3,23.6,20.8,2,8.3,4.2
Jacoby Brissett,10725,QB,CLV,8,70,10.0,0,8,5,9,12.9,30.0,72.9,5.7,0,15,7,9,21,70,51,4,11,9,15,2,15.7,12.9,1,21.4,2.9
Tom Brady,698,QB,TB,9,70,20.0,0,30,1,1,31.4,30.0,87.1,5.7,0,5,14,22,21,70,61,4,9,3,5,1,12.9,4.3,3,7.1,1.4
Russell Wilson,7077,QB,DEN,7,68,5.9,0,10,4,2,16.2,23.5,79.4,5.9,0,11,4,11,16,68,54,4,11,14,11,4,16.2,20.6,5,16.2,5.9
Ryan Tannehill,7014,QB,TEN,6,60,10.0,0,31,0,1,25.0,30.0,91.7,6.7,0,2,6,15,18,60,55,4,6,11,2,5,10.0,18.3,1,3.3,8.3
Zach Wilson,82096,QB,NYJ,6,57,8.8,0,22,0,5,12.3,17.5,75.4,10.5,0,11,5,7,10,57,43,6,6,15,11,2,10.5,26.3,6,19.3,3.5
Joe Flacco,4332,QB,NYJ,3,53,9.4,0,22,2,1,24.5,34.0,94.3,0.0,0,4,5,13,18,53,50,0,11,9,4,4,20.8,17.0,1,7.5,7.5
Mac Jones,60323,QB,NE,6,51,15.7,0,19,0,1,23.5,23.5,96.1,0.0,0,4,8,12,12,51,49,0,3,20,4,0,5.9,39.2,3,7.8,0.0
Jimmy Garoppolo,8697,QB,SF,7,50,2.0,0,28,3,4,18.0,24.0,78.0,0.0,0,11,1,9,12,50,39,0,9,16,11,1,18.0,32.0,4,22.0,2.0
Andy Dalton,6187,QB,NO,6,48,16.7,0,20,1,2,18.8,16.7,85.4,6.3,0,5,8,9,8,48,41,3,8,9,5,4,16.7,18.8,2,10.4,8.3
Kenny Pickett,60515,QB,PIT,5,47,23.4,0,25,1,5,12.8,31.9,80.9,0.0,0,10,11,6,15,47,38,0,7,13,10,1,14.9,27.7,4,21.3,2.1
Baker Mayfield,46518,QB,CAR,6,46,15.2,0,5,1,3,21.7,23.9,82.6,4.3,0,8,7,10,11,46,38,2,4,10,8,1,8.7,21.7,4,17.4,2.2
Taylor Heinicke,9896,QB,WAS,3,46,28.3,0,32,1,1,10.9,19.6,87.0,4.3,0,3,13,5,9,46,40,2,11,17,3,3,23.9,37.0,1,6.5,6.5
Cooper Rush,12324,QB,DAL,6,45,8.9,0,9,0,0,44.4,24.4,93.3,4.4,0,2,4,20,11,45,42,2,7,7,2,1,15.6,15.6,2,4.4,2.2
Tua Tagovailoa,60326,QB,MIA,7,43,7.0,0,17,1,2,23.3,23.3,83.7,4.7,0,4,3,10,10,43,36,2,3,11,4,4,7.0,25.6,1,9.3,9.3
Mitchell Trubisky,11757,QB,PIT,5,34,8.8,0,25,0,5,8.8,14.7,64.7,11.8,0,10,3,3,5,34,22,4,2,8,10,3,5.9,23.5,5,29.4,8.8
Jameis Winston,9434,QB,NO,3,31,6.5,0,20,1,0,25.8,9.7,64.5,19.4,0,4,2,8,3,31,20,6,2,8,4,2,6.5,25.8,3,12.9,6.5
Sam Ehlinger,60555,QB,IND,2,29,10.3,0,14,1,0,17.2,24.1,72.4,10.3,0,5,3,5,7,29,21,3,3,8,5,0,10.3,27.6,4,17.2,0.0
Teddy Bridgewater,8667,QB,MIA,4,28,0.0,0,17,1,2,21.4,35.7,89.3,0.0,0,3,0,6,10,28,25,0,4,7,3,2,14.3,25.0,0,10.7,7.1
Bailey Zappe,60396,QB,NE,4,24,0.0,0,19,1,3,12.5,25.0,75.0,0.0,0,5,0,3,6,24,18,0,1,8,5,2,4.2,33.3,1,20.8,8.3
Dak Prescott,10769,QB,DAL,3,23,4.3,0,9,1,0,17.4,21.7,91.3,0.0,0,1,1,4,5,23,21,0,3,5,1,4,13.0,21.7,0,4.3,17.4
Skylar Thompson,60417,QB,MIA,2,21,19.0,0,17,1,0,23.8,52.4,90.5,4.8,0,1,4,5,11,21,19,1,4,5,1,0,19.0,23.8,0,4.8,0.0
Malik Willis,60341,QB,TEN,3,20,5.0,0,31,1,1,0.0,25.0,70.0,5.0,0,4,1,0,5,20,14,1,2,6,4,3,10.0,30.0,2,20.0,15.0
P.J. Walker,12134,QB,CAR,6,19,5.3,0,5,1,0,10.5,21.1,68.4,26.3,0,2,1,2,4,19,13,5,4,3,2,1,21.1,15.8,1,10.5,5.3
Brett Rypien,46487,QB,DEN,1,15,33.3,0,10,0,0,20.0,33.3,100.0,0.0,0,0,5,3,5,15,15,0,1,3,0,1,6.7,20.0,0,0.0,6.7
Trey Lance,91399,QB,SF,2,11,18.2,0,28,0,1,27.3,27.3,90.9,0.0,0,1,2,3,3,11,10,0,0,2,1,0,0.0,18.2,0,9.1,0.0
Trace McSorley,32819,QB,ARZ,1,3,33.3,0,1,0,0,33.3,0.0,100.0,0.0,0,0,1,1,0,3,3,0,1,2,0,0,33.3,66.7,0,0.0,0.0
Brock Purdy,77672,QB,SF,1,3,0.0,0,28,0,2,0.0,0.0,33.3,0.0,0,2,0,0,0,3,1,0,0,1,2,0,0.0,33.3,0,66.7,0.0
Jarrett Stidham,13725,QB,LV,1,3,0.0,0,23,1,0,66.7,33.3,66.7,0.0,0,1,0,2,1,3,2,0,0,0,1,0,0.0,0.0,0,33.3,0.0
Brian Hoyer,5277,QB,NE,1,3,0.0,0,19,0,0,0.0,0.0,66.7,33.3,0,0,0,0,0,3,2,1,0,2,0,0,0.0,66.7,0,0.0,0.0
Jordan Love,40306,QB,GB,2,2,0.0,0,12,0,0,50.0,0.0,100.0,0.0,0,0,0,1,0,2,2,0,1,0,0,0,50.0,0.0,0,0.0,0.0
Taysom Hill,12112,TE,NO,5,2,0.0,0,20,0,0,0.0,50.0,100.0,0.0,0,0,0,0,1,2,2,0,1,0,0,0,50.0,0.0,0,0.0,0.0
Tyrod Taylor,6332,QB,NYG,1,2,0.0,0,21,0,1,50.0,0.0,50.0,0.0,0,1,0,1,0,2,1,0,0,0,1,0,0.0,0.0,0,50.0,0.0
Brandon Allen,10835,QB,CIN,1,1,0.0,0,7,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0,100.0,0.0
Gardner Minshew,41401,QB,PHI,1,1,0.0,0,24,0,0,100.0,0.0,100.0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,100.0,0.0,0,0.0,0.0
Jacob Eason,46444,QB,CAR,1,1,0.0,0,5,1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0,100.0,0.0
Davante Adams,8688,WR,LV,1,1,0.0,0,23,0,0,0.0,0.0,0.0,100.0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0
